"chr"	"marker"	"cm"	"mb"	"sp"
"5"	"TUN3_0149"	73.57	32.849349	"olat"
"19"	"TUN3_0150"	0	0.644865	"olat"
"4"	"TUN3_0151"	57.6	28.345429	"olat"
"4"	"TUN3_0151"	57.6	28.358727	"olat"
"11"	"TUN3_0152"	6.6	3.180298	"olat"
"18"	"TUN3_0153"	33	13.204591	"olat"
"14"	"TUN3_0155"	29.7	20.399753	"olat"
"13"	"TUN3_0156"	1.19	3.162874	"olat"
"17"	"TUN3_0158"	31.9	15.071395	"olat"
"9"	"TUN3_0161"	25.3	13.727472	"olat"
"10"	"TUN3_0162"	36.5	22.553451	"olat"
"13"	"TUN3_0163"	67.2	32.694029	"olat"
"16"	"TUN3_0164"	39.6	24.413277	"olat"
"6"	"TUN3_0165"	2.2	1.966602	"olat"
"6"	"TUN3_0166"	9.9	12.455922	"olat"
"10"	"TUN3_0167"	24.4	17.985755	"olat"
"18"	"TUN3_0168"	0.01	0.463552	"olat"
"8"	"TUN3_0169"	14.3	8.709471	"olat"
"24"	"TUN3_0170"	1.1	2.513209	"olat"
"10"	"TUN3_0171"	9.9	13.346048	"olat"
"9"	"TUN3_0174"	25.3	13.724515	"olat"
"12"	"TUN3_0176"	59.8	27.351396	"olat"
"9"	"TUN3_0179"	17.6	11.911856	"olat"
"16"	"TUN3_0180"	17.6	15.696776	"olat"
"21"	"TUN3_0181"	46.3	24.439988	"olat"
"1"	"TUN3_0182"	26.5	10.663754	"olat"
"12"	"TUN3_0183"	60.9	27.434802	"olat"
"20"	"TUN3_0184"	59.5	22.182625	"olat"
"23"	"TUN3_0186"	1.1	0.833431	"olat"
"3"	"TUN3_0187"	38.2	17.105694	"olat"
"17"	"TUN3_0188"	29.7	12.797328	"olat"
"8"	"TUN3_0191"	2.2	2.907891	"olat"
"5"	"TUN3_0192"	66.9	30.480325	"olat"
"11"	"TUN3_0193"	50.11	28.622759	"olat"
"20"	"TUN3_0194"	7.7	8.153195	"olat"
"24"	"TUN3_0195"	51.8	22.92003	"olat"
"11"	"TUN3_0198"	1.1	0.587151	"olat"
"16"	"TUN3_0200"	5.5	6.018956	"olat"
"8"	"TUN3_0201"	40.9	19.336122	"olat"
"7"	"TUN3_0202"	27.5	13.906667	"olat"
"17"	"TUN3_0203"	38.5	17.485286	"olat"
"7"	"TUN3_0205"	11	8.260568	"olat"
"22"	"TUN3_0207"	0.08	3.457881	"olat"
"17"	"TUN3_0208"	6.6	3.728597	"olat"
"22"	"TUN3_0209"	23.2	16.861614	"olat"
"8"	"TUN3_0210"	50.8	24.42947	"olat"
"9"	"TUN3_0211"	58.72	30.643068	"olat"
"11"	"TUN3_0212"	30.07	21.623483	"olat"
"18"	"TUN3_0213"	37.4	14.961206	"olat"
"13"	"TUN3_0215"	36.3	19.662836	"olat"
"4"	"TUN3_0216"	0	0.274333	"olat"
"18"	"TUN3_0217"	67.31	30.503091	"olat"
"24"	"TUN3_0218"	19.8	9.017438	"olat"
"8"	"TUN3_0219"	0.01	0.132107	"olat"
"3"	"TUN3_0220"	42.6	18.698213	"olat"
"15"	"TUN3_0221"	27.5	15.669525	"olat"
"12"	"TUN3_0223"	9.9	7.907647	"olat"
"1"	"TUN3_0224"	81.59	37.33357	"olat"
"14"	"TUN3_0225"	18.7	14.991556	"olat"
"5"	"TUN3_0226"	33.7	17.155542	"olat"
"15"	"TUN3_0227"	55.17	29.429546	"olat"
"12"	"TUN3_0228"	5.5	4.657857	"olat"
"20"	"TUN3_0229"	40.7	16.089653	"olat"
"1"	"TUN3_0231"	1.1	2.348312	"olat"
"6"	"TUN3_0232"	11	12.696773	"olat"
"8"	"TUN3_0233"	50.8	24.775629	"olat"
"10"	"TUN3_0234"	6.6	11.776109	"olat"
"16"	"TUN3_0235"	23.1	17.283192	"olat"
"13"	"TUN3_0237"	29.7	15.984862	"olat"
"13"	"TUN3_0238"	40.7	23.985241	"olat"
"3"	"TUN3_0239"	3.3	1.986203	"olat"
"23"	"TUN3_0241"	7.8	3.927983	"olat"
"22"	"TUN3_0242"	0.03	1.622544	"olat"
"8"	"TUN3_0243"	47.5	23.466288	"olat"
"20"	"TUN3_0245"	58.4	21.022435	"olat"
"16"	"TUN4_001"	13.2	13.041746	"olat"
"20"	"TUN4_002"	50.7	17.89376	"olat"
"2"	"TUN4_005"	60.2	24.035447	"olat"
"15"	"TUN4_006"	55.13	27.232345	"olat"
"11"	"TUN4_007"	1.1	1.319019	"olat"
"12"	"TUN4_008"	34.1	15.932745	"olat"
"18"	"TUN4_009"	18.7	9.063222	"olat"
"18"	"TUN4_010"	0.02	0.764967	"olat"
"15"	"TUN4_011"	55.18	29.833546	"olat"
"1"	"TUN4_012"	34.2	13.376696	"olat"
"24"	"TUN4_013"	51.8	23.398996	"olat"
"18"	"TUN4_014"	27.5	10.89849	"olat"
"18"	"TUN4_015"	37.4	15.059746	"olat"
"10"	"TUN4_016"	0	1.888345	"olat"
"8"	"TUN4_017"	40.9	19.600317	"olat"
"15"	"TUN4_018"	55.1	25.939373	"olat"
"13"	"TUN4_019"	18.7	11.76754	"olat"
"3"	"TUN4_020"	54.7	26.000741	"olat"
"9"	"TUN4_021"	4.4	4.410373	"olat"
"7"	"TUN4_023"	22	10.783486	"olat"
"14"	"TUN4_024"	0.01	0.61005	"olat"
"18"	"TUN4_025"	67.32	31.124697	"olat"
"7"	"TUN4_026"	0.02	0.544125	"olat"
"22"	"TUN4_028"	0.07	2.295966	"olat"
"23"	"TUN4_030"	22.1	11.165236	"olat"
"18"	"TUN4_031"	66.21	29.835192	"olat"
"3"	"TUN4_032"	21.5	11.918524	"olat"
"5"	"TUN4_033"	30.4	16.494295	"olat"
"11"	"TUN4_035"	30.07	19.3641	"olat"
"2"	"TUN4_036"	27	11.208244	"olat"
"5"	"TUN4_037"	14.5	10.862365	"olat"
"14"	"TUN4_038"	38.5	23.817285	"olat"
"17"	"TUN4_039"	26.4	10.851592	"olat"
"24"	"TUN4_040"	19.8	9.27168	"olat"
"22"	"TUN4_041"	8.8	8.15464	"olat"
"10"	"TUN4_044"	1.1	5.145621	"olat"
"15"	"TUN4_045"	55.16	28.763089	"olat"
"9"	"TUN4_046"	11	7.231787	"olat"
"18"	"TUN4_047"	6.6	3.814205	"olat"
"20"	"TUN4_048"	60.61	24.084093	"olat"
"17"	"TUN4_049"	38.5	17.598896	"olat"
"16"	"TUN4_052"	3.3	3.793155	"olat"
"21"	"TUN4_053"	27.6	18.605189	"olat"
"7"	"TUN4_054"	18.7	9.830281	"olat"
"13"	"TUN4_055"	11	9.420587	"olat"
"3"	"TUN4_056"	41.5	17.801169	"olat"
"6"	"TUN4_057"	29.9	19.915461	"olat"
"23"	"TUN4_058"	17.7	6.042419	"olat"
"7"	"TUN4_059"	31.9	15.560164	"olat"
"21"	"TUN4_060"	23.2	10.207633	"olat"
"2"	"TUN4_061"	11.9	2.177542	"olat"
"1"	"TUN4_062"	0.08	1.29005	"olat"
"13"	"TUN4_063"	11	10.134957	"olat"
"10"	"TUN4_064"	27.7	18.634281	"olat"
"17"	"TUN4_065"	18.7	6.908922	"olat"
"8"	"TUN4_066"	14.3	8.00731	"olat"
"9"	"TUN4_067"	11	8.281762	"olat"
"19"	"TUN4_068"	26.4	10.246056	"olat"
"9"	"TUN4_069"	41.9	18.743633	"olat"
"8"	"TUN4_070"	29.8	11.403156	"olat"
"2"	"TUN4_071"	30.3	13.337546	"olat"
"5"	"TUN4_072"	47.1	20.918873	"olat"
"24"	"TUN4_073"	22	9.77334	"olat"
"7"	"TUN4_074"	26.4	13.783908	"olat"
"23"	"TUN4_075"	18.8	6.81744	"olat"
"10"	"TUN4_076"	42.04	27.051678	"olat"
"17"	"TUN4_077"	66.1	27.477516	"olat"
"17"	"TUN4_078"	66.1	27.722957	"olat"
"6"	"TUN4_079"	6.6	10.094079	"olat"
"12"	"TUN4_080"	2.2	3.472547	"olat"
"1"	"TUN4_082"	26.5	10.716736	"olat"
"3"	"TUN4_083"	60.2	27.049446	"olat"
"12"	"TUN4_084"	12.1	9.297132	"olat"
"21"	"TUN4_085"	48.5	24.725839	"olat"
"14"	"TUN4_086"	1.1	2.92866	"olat"
"16"	"TUN4_088"	49.6	28.177922	"olat"
"13"	"TUN4_089"	5.5	5.887103	"olat"
"16"	"TUN4_090"	4.4	4.542492	"olat"
"13"	"TUN4_091"	30.8	16.725263	"olat"
"4"	"TUN4_093"	28.9	15.046436	"olat"
"18"	"TUN4_095"	67.3	30.242669	"olat"
"21"	"TUN4_096"	1.12	0.618663	"olat"
"19"	"TUN4_097"	15.4	7.662064	"olat"
"22"	"TUN4_098"	45.4	24.202833	"olat"
"9"	"TUN4_099"	55.4	29.577288	"olat"
"1"	"TUN4_100"	62.8	29.462632	"olat"
"4"	"TUN4_101"	28.9	14.167531	"olat"
"2"	"TUN4_104"	34.8	16.351653	"olat"
"14"	"TUN4_105"	41.8	24.675566	"olat"
"13"	"TUN4_106"	34.1	18.535847	"olat"
"14"	"TUN4_108"	29.7	21.107173	"olat"
"23"	"TUN4_109"	17.7	6.441727	"olat"
"22"	"TUN4_110"	25.4	18.272045	"olat"
"2"	"TUN4_111"	11.9	1.286516	"olat"
"11"	"TUN4_113"	30.07	16.076887	"olat"
"23"	"TUN4_114"	42	18.603677	"olat"
"3"	"TUN4_115"	7.7	7.39334	"olat"
"10"	"TUN4_116"	42.02	26.014367	"olat"
"3"	"TUN4_117"	6.6	4.188897	"olat"
"19"	"TUN4_119"	14.3	6.784353	"olat"
"15"	"TUN4_120"	22	10.706588	"olat"
"11"	"TUN4_121"	8.8	3.481515	"olat"
"4"	"TUN4_122"	34.4	18.0547	"olat"
"4"	"TUN4_123"	68.6	32.231893	"olat"
"3"	"TUN4_124"	45.9	21.65894	"olat"
"2"	"TUN4_125"	30.3	13.244991	"olat"
"24"	"TUN4_126"	12.1	6.388871	"olat"
"20"	"TUN4_127"	27.5	12.987871	"olat"
"22"	"TUN4_128"	52	27.133537	"olat"
"22"	"TUN4_129"	48.7	25.941542	"olat"
"10"	"TUN4_130"	20	16.811333	"olat"
"7"	"TUN4_131"	1.14	4.016347	"olat"
"23"	"TUN4_132"	38.7	16.239391	"olat"
"18"	"TUN4_133"	15.4	7.836184	"olat"
"4"	"TUN4_134"	31.1	16.725346	"olat"
"15"	"TUN4_137"	55.15	27.833515	"olat"
"8"	"TUN4_138"	40.9	19.187381	"olat"
"10"	"TUN4_139"	9.9	14.102291	"olat"
"6"	"TUN4_140"	2.2	2.639549	"olat"
"15"	"TUN4_141"	46.3	20.922292	"olat"
"18"	"TUN4_142"	36.3	14.52927	"olat"
"16"	"TUN4_144"	5.5	6.529933	"olat"
"12"	"TUN4_145"	65.2	29.992476	"olat"
"3"	"TUN4_146"	37.1	16.324424	"olat"
"11"	"TUN4_147"	30.03	7.501885	"olat"
"22"	"TUN4_148"	8.8	7.727203	"olat"
"17"	"TUN4_150"	72.71	29.48655	"olat"
"4"	"TUN4_152"	48.8	24.255827	"olat"
"4"	"TUN4_153"	54.3	27.312994	"olat"
"14"	"TUN4_154"	9.9	9.033122	"olat"
"17"	"TUN4_155"	30.8	13.667233	"olat"
"22"	"TUN4_156"	22.1	15.249867	"olat"
"21"	"TUN4_157"	25.4	13.019805	"olat"
"22"	"TUN4_158"	5.5	5.607969	"olat"
"3"	"TUN4_159"	60.2	27.71543	"olat"
"18"	"TUN4_160"	56.3	27.152744	"olat"
"10"	"TUN4_162"	5.5	8.673271	"olat"
"9"	"TUN4_163"	14.3	10.771036	"olat"
"2"	"TUN4_164"	30.3	13.951147	"olat"
"10"	"TUN4_165"	0	3.61099	"olat"
"12"	"TUN4_166"	54.3	23.990817	"olat"
"9"	"TUN4_167"	14.3	11.258248	"olat"
"6"	"TUN4_168"	3.31	4.659985	"olat"
"17"	"TUN4_169"	11	4.929615	"olat"
"8"	"TUN4_170"	2.2	1.714075	"olat"
"9"	"TUN4_171"	5.5	4.869525	"olat"
"6"	"TUN4_172"	4.4	8.204304	"olat"
"2"	"TUN4_173"	60.2	23.643902	"olat"
"22"	"TUN4_174"	46.5	24.430047	"olat"
"11"	"TUN4_176"	30.07	17.760901	"olat"
"12"	"TUN4_177"	46.5	19.702269	"olat"
"14"	"TUN4_178"	29.7	19.959961	"olat"
"24"	"TUN4_179"	7.7	5.128669	"olat"
"1"	"TUN4_180"	66.1	29.902162	"olat"
"13"	"TUN4_181"	24.2	15.033055	"olat"
"2"	"TUN4_183"	42.5	18.567992	"olat"
"8"	"TUN4_184"	48.6	24.059269	"olat"
"17"	"TUN4_185"	37.4	17.443473	"olat"
"13"	"TUN4_187"	18.7	12.097197	"olat"
"9"	"TUN4_188"	0.02	0.434695	"olat"
"21"	"TUN4_190"	38.6	22.151505	"olat"
"16"	"TUN4_191"	22	16.941784	"olat"
"23"	"TUN4_192"	32.1	14.517047	"olat"
"24"	"TUN4_193"	0.01	0.800514	"olat"
"13"	"TUN4_194"	57.3	29.01498	"olat"
"8"	"TUN4_196"	0	0.027898	"olat"
"16"	"TUN4_197"	13.2	13.701291	"olat"
"7"	"TUN4_198"	40.7	19.252087	"olat"
"5"	"TUN4_199"	40.3	18.61644	"olat"
"1"	"TUN4_200"	20.9	9.408816	"olat"
"17"	"TUN4_201"	55	24.55591	"olat"
"19"	"TUN4_202"	47.4	21.070547	"olat"
"10"	"TUN4_203"	42.03	26.410226	"olat"
"4"	"TUN4_204"	56.5	27.957924	"olat"
"10"	"TUN4_205"	14.3	15.805942	"olat"
"13"	"TUN4_206"	40.7	22.869577	"olat"
"5"	"TUN4_207"	65.8	29.941328	"olat"
"17"	"TUN4_208"	20.9	8.049101	"olat"
"23"	"TUN4_209"	38.7	17.470367	"olat"
"13"	"TUN4_210"	11	9.925703	"olat"
"21"	"TUN4_211"	51.8	27.3101	"olat"
"16"	"TUN4_212"	5.5	6.377005	"olat"
"1"	"TUN4_213"	51.8	21.664784	"olat"
"18"	"TUN4_214"	22	9.977427	"olat"
"21"	"TUN4_216"	19.9	9.62635	"olat"
"16"	"TUN4_217"	17.6	14.97015	"olat"
"1"	"TUN4_218"	16.5	8.268219	"olat"
"12"	"TUN4_219"	1.1	2.612437	"olat"
"10"	"TUN4_222"	5.5	9.209832	"olat"
"23"	"TUN4_225"	22.1	11.415821	"olat"
"5"	"TUN4_226"	6.8	3.841206	"olat"
"18"	"TUN4_227"	48.4	20.129797	"olat"
"23"	"TUN4_228"	1.1	1.175269	"olat"
"18"	"TUN4_230"	48.4	19.26546	"olat"
"14"	"TUN4_231"	9.9	8.411198	"olat"
"4"	"TUN4_232"	48.8	23.161495	"olat"
"11"	"TUN4_233"	30.04	10.160157	"olat"
"4"	"TUN4_234"	34.4	17.974863	"olat"
"7"	"TUN4_235"	6.6	5.853547	"olat"
"7"	"TUN4_236"	44	22.651059	"olat"
"10"	"TUN4_237"	0	1.380532	"olat"
"17"	"TUN4_238"	29.7	13.229316	"olat"
"3"	"TUN4_240"	45.9	21.077599	"olat"
"14"	"TUN4_241"	20.9	16.260246	"olat"
"13"	"TUN4_242"	30.8	17.807737	"olat"
"16"	"TUN4_243"	7.7	9.536413	"olat"
"2"	"TUN4_246"	30.3	15.498523	"olat"
"21"	"TUN4_251"	36.4	21.480178	"olat"
"16"	"TUN4_252"	38.5	24.049032	"olat"
"21"	"TUN4_253"	24.3	11.316125	"olat"
"13"	"TUN4_254"	1.19	2.975544	"olat"
"12"	"TUN4_255"	6.6	5.934098	"olat"
"17"	"TUN4_256"	72.72	29.655054	"olat"
"7"	"TUN4_257"	1.1	1.521195	"olat"
"7"	"TUN4_259"	13.2	8.584211	"olat"
"1"	"TUN4_260"	56.2	23.99312	"olat"
"4"	"TUN4_263"	30	16.158633	"olat"
"4"	"TUN4_264"	48.8	23.582083	"olat"
"5"	"TUN4_265"	9	6.69571	"olat"
"7"	"TUN4_266"	1.1	1.754386	"olat"
"16"	"TUN4_267"	0.01	0.696735	"olat"
"2"	"TUN4_268"	27	10.941318	"olat"
"11"	"TUN4_270"	1.1	1.648629	"olat"
"6"	"TUN4_271"	34.4	20.659121	"olat"
"15"	"TUN4_272"	24.2	13.266667	"olat"
"4"	"TUN4_273"	34.4	18.291463	"olat"
"19"	"TUN4_274"	41.9	14.272374	"olat"
"3"	"TUN4_276"	6.6	5.170946	"olat"
"24"	"TUN4_277"	35.2	14.384207	"olat"
"24"	"TUN4_278"	19.8	8.899588	"olat"
"21"	"TUN5_001"	13.3	4.569704	"olat"
"16"	"TUN5_002"	39.6	25.065896	"olat"
"14"	"TUN5_003"	1.1	2.64403	"olat"
"2"	"TUN5_004"	51.3	20.368458	"olat"
"12"	"TUN5_005"	9.9	7.871628	"olat"
"18"	"TUN5_006"	56.3	27.044424	"olat"
"14"	"TUN5_007"	30.8	21.822155	"olat"
"19"	"TUN5_008"	12.1	6.169726	"olat"
"12"	"TUN5_009"	5.5	4.149513	"olat"
"18"	"TUN5_010"	33	13.094907	"olat"
"8"	"TUN5_011"	50.8	25.919631	"olat"
"10"	"TUN5_012"	0	1.149711	"olat"
"6"	"TUN5_013"	11	12.867179	"olat"
"15"	"TUN5_014"	55.11	26.341266	"olat"
"12"	"TUN5_015"	0	1.248517	"olat"
"9"	"TUN5_017"	27.5	15.868864	"olat"
"5"	"TUN5_019"	62.5	28.47397	"olat"
"20"	"TUN5_020"	3.3	6.425095	"olat"
"16"	"TUN5_021"	9.9	11.096884	"olat"
"3"	"TUN5_023"	50.3	23.710048	"olat"
"4"	"TUN5_024"	0	0.597024	"olat"
"22"	"TUN5_026"	23.2	16.704084	"olat"
"4"	"TUN5_027"	36.6	19.689485	"olat"
"13"	"TUN5_028"	37.4	20.161865	"olat"
"20"	"TUN5_029"	13.2	9.351586	"olat"
"16"	"TUN5_031"	13.2	12.89259	"olat"
"23"	"TUN5_032"	35.4	15.596409	"olat"
"19"	"TUN5_033"	47.4	20.726982	"olat"
"22"	"TUN5_034"	18.8	12.194934	"olat"
"3"	"TUN5_035"	37.1	16.265284	"olat"
"6"	"TUN5_036"	3.39	4.875437	"olat"
"14"	"TUN5_037"	28.6	18.857932	"olat"
"17"	"TUN5_039"	51.7	23.304753	"olat"
"18"	"TUN5_040"	38.5	16.219648	"olat"
"9"	"TUN5_043"	48.6	27.108224	"olat"
"11"	"TUN5_044"	50.1	27.955733	"olat"
"4"	"TUN5_046"	57.6	28.665472	"olat"
"12"	"TUN5_048"	46.5	20.012621	"olat"
"5"	"TUN5_049"	52.6	26.371154	"olat"
"14"	"TUN5_050"	9.9	7.692024	"olat"
"24"	"TUN5_052"	48.5	19.833108	"olat"
"14"	"TUN5_053"	42.9	25.786678	"olat"
"11"	"TUN5_054"	30.04	11.916274	"olat"
"6"	"TUN5_055"	29.9	19.841552	"olat"
"9"	"TUN5_056"	9.9	7.128128	"olat"
"17"	"TUN5_057"	70.5	28.802367	"olat"
"4"	"TUN5_058"	34.4	18.237103	"olat"
"11"	"TUN5_060"	30.04	10.365556	"olat"
"3"	"TUN5_062"	51.4	24.437874	"olat"
"12"	"TUN5_063"	9.9	8.231038	"olat"
"21"	"TUN5_064"	34.2	20.510494	"olat"
"4"	"TUN5_065"	23.4	10.686837	"olat"
"9"	"TUN5_066"	55.4	29.114066	"olat"
"17"	"TUN5_069"	24.2	9.186151	"olat"
"1"	"TUN5_070"	44.1	18.090207	"olat"
"3"	"TUN5_071"	40.4	17.236233	"olat"
"24"	"TUN5_072"	0.03	1.754576	"olat"
"23"	"TUN5_078"	18.8	6.979561	"olat"
"17"	"TUN5_079"	30.8	13.512516	"olat"
"24"	"TUN5_080"	19.8	8.917707	"olat"
"19"	"TUN5_081"	49.6	21.999134	"olat"
"3"	"TUN5_082"	40.4	17.724725	"olat"
"20"	"TUN5_084"	31.9	13.700022	"olat"
"11"	"TUN5_085"	24.5	5.096171	"olat"
"14"	"TUN5_086"	29.7	20.220503	"olat"
"1"	"TUN5_089"	32	12.859897	"olat"
"20"	"TUN5_091"	23.1	11.904466	"olat"
"1"	"TUN5_093"	81.5	35.802759	"olat"
"13"	"TUN5_095"	23.1	14.474741	"olat"
"14"	"TUN5_096"	16.5	13.530312	"olat"
"1"	"TUN5_097"	55.1	23.016188	"olat"
"6"	"TUN5_101"	20	15.054334	"olat"
"22"	"TUN5_102"	18.8	12.915342	"olat"
"19"	"TUN5_103"	9.9	5.448093	"olat"
"9"	"TUN5_104"	3.3	3.246516	"olat"
"1"	"TUN5_105"	0.08	1.673696	"olat"
"22"	"TUN5_106"	16.6	11.019001	"olat"
"23"	"TUN5_107"	35.4	15.659925	"olat"
"24"	"TUN5_108"	14.3	7.307605	"olat"
"7"	"TUN5_109"	22	10.718318	"olat"
"1"	"TUN5_111"	68.3	30.375806	"olat"
"13"	"TUN5_112"	48.4	25.848978	"olat"
"1"	"TUN5_113"	54	22.59739	"olat"
"20"	"TUN5_114"	1.1	0.676002	"olat"
"20"	"TUN5_115"	52.9	19.277544	"olat"
"4"	"TUN5_116"	51	25.314439	"olat"
"3"	"TUN5_117"	50.3	23.666742	"olat"
"5"	"TUN5_118"	66.9	30.362895	"olat"
"18"	"TUN5_119"	46.2	18.970178	"olat"
"20"	"TUN5_120"	57.3	20.341023	"olat"
"21"	"TUN5_121"	1.11	0.200671	"olat"
"4"	"TUN5_123"	0.01	1.43738	"olat"
"14"	"TUN5_124"	50.7	28.427687	"olat"
"19"	"TUN5_125"	1.1	1.100318	"olat"
"12"	"TUN5_126"	47.6	21.594432	"olat"
"14"	"TUN5_129"	41.8	24.876865	"olat"
"13"	"TUN5_130"	46.2	25.466675	"olat"
"23"	"TUN5_131"	43.1	19.409065	"olat"
"18"	"TUN5_132"	47.3	19.126618	"olat"
"13"	"TUN5_133"	17.6	11.537836	"olat"
"7"	"TUN5_134"	1.12	3.165085	"olat"
"7"	"TUN5_135"	0.02	0.518138	"olat"
"22"	"TUN5_136"	48.7	25.956152	"olat"
"10"	"TUN5_138"	22.2	17.062169	"olat"
"1"	"TUN5_139"	29.8	11.963244	"olat"
"22"	"TUN5_140"	15.5	9.721573	"olat"
"23"	"TUN5_143"	2.2	3.073693	"olat"
"23"	"TUN5_144"	6.7	3.721427	"olat"
"4"	"TUN5_147"	53.2	26.34791	"olat"
"13"	"TUN5_148"	63.9	30.803608	"olat"
"21"	"TUN5_149"	25.4	16.669028	"olat"
"14"	"TUN5_151"	20.9	16.40503	"olat"
"12"	"TUN5_152"	46.5	18.811652	"olat"
"23"	"TUN5_153"	26.5	12.924823	"olat"
"12"	"TUN5_154"	9.9	7.96827	"olat"
"4"	"TUN5_155"	1.1	4.29911	"olat"
"13"	"TUN5_156"	63.9	30.734805	"olat"
"4"	"TUN5_157"	28.9	14.492427	"olat"
"14"	"TUN5_158"	35.2	23.25161	"olat"
"2"	"TUN5_159"	30.3	13.093992	"olat"
"14"	"TUN5_160"	37.4	23.659772	"olat"
"3"	"TUN5_161"	42.6	19.029962	"olat"
"24"	"TUN5_162"	3.3	3.394838	"olat"
"1"	"TUN5_163"	13.2	6.640909	"olat"
"21"	"TUN5_164"	24.3	11.664939	"olat"
"17"	"TUN5_165"	74.9	31.066633	"olat"
"11"	"TUN5_167"	30.04	9.561146	"olat"
"20"	"TUN5_169"	26.4	12.73647	"olat"
"3"	"TUN5_170"	63.5	30.159208	"olat"
"13"	"TUN5_171"	29.7	16.16221	"olat"
"5"	"TUN5_172"	0.09	1.545841	"olat"
"10"	"TUN5_176"	35.4	21.497378	"olat"
"14"	"TUN5_177"	29.7	20.994638	"olat"
"5"	"TUN5_180"	66.9	30.462446	"olat"
"7"	"TUN5_182"	22	11.639875	"olat"
"14"	"TUN5_184"	24.2	17.568973	"olat"
"4"	"TUN5_187"	34.4	19.329977	"olat"
"18"	"TUN5_188"	8.8	5.467057	"olat"
"13"	"TUN5_190"	49.5	25.971456	"olat"
"14"	"TUN5_191"	29.7	19.672346	"olat"
"20"	"TUN5_192"	13.2	9.556932	"olat"
"15"	"TUN5_193"	7.7	3.109145	"olat"
"18"	"TUN5_195"	8.8	5.175885	"olat"
"1"	"TUN5_196"	5.5	5.15005	"olat"
"6"	"TUN5_198"	26.6	19.213875	"olat"
"21"	"TUN5_199"	24.3	11.5422	"olat"
"3"	"TUN5_200"	54.7	26.221062	"olat"
"13"	"TUN5_201"	35.2	19.045872	"olat"
"15"	"TUN5_202"	20.9	8.611624	"olat"
"20"	"TUN5_203"	55.1	19.726485	"olat"
"16"	"TUN5_204"	3.3	3.958734	"olat"
"24"	"TUN5_205"	44	18.248049	"olat"
"9"	"TUN5_207"	55.4	28.849078	"olat"
"1"	"TUN5_209"	0.09	1.783353	"olat"
"5"	"TUN5_210"	62.5	28.312353	"olat"
"4"	"TUN5_211"	48.8	24.322823	"olat"
"21"	"TUN5_212"	27.6	17.854589	"olat"
"23"	"TUN5_214"	43.11	20.015288	"olat"
"11"	"TUN5_215"	20.1	4.582638	"olat"
"23"	"TUN5_216"	33.2	14.701061	"olat"
"8"	"TUN5_217"	32	13.403508	"olat"
"7"	"TUN5_218"	0.02	0.313612	"olat"
"22"	"TUN5_219"	48.7	25.313197	"olat"
"21"	"TUN5_220"	51.8	27.155239	"olat"
"3"	"TUN5_221"	56.9	26.713248	"olat"
"24"	"TUN5_222"	28.6	12.211439	"olat"
"16"	"TUN5_223"	0.02	1.788562	"olat"
"14"	"TUN5_225"	23.1	16.995635	"olat"
"12"	"TUN5_226"	54.3	23.910934	"olat"
"23"	"TUN5_227"	37.6	16.060437	"olat"
"13"	"TUN5_228"	49.5	26.136671	"olat"
"10"	"TUN5_230"	9.9	13.625473	"olat"
"16"	"TUN6_001"	33	21.98692	"olat"
"6"	"TUN6_002"	2.2	1.898948	"olat"
"4"	"TUN6_003"	28.9	13.559995	"olat"
"11"	"TUN6_004"	30.04	9.440229	"olat"
"22"	"TUN6_007"	24.3	17.792915	"olat"
"9"	"TUN6_008"	59.8	31.91893	"olat"
"2"	"TUN6_010"	61.3	24.960395	"olat"
"3"	"TUN6_012"	7.7	6.657892	"olat"
"18"	"TUN6_013"	8.8	5.545723	"olat"
"9"	"TUN6_014"	3.3	2.816087	"olat"
"2"	"TUN6_015"	11.9	0.893332	"olat"
"9"	"TUN6_016"	6.6	5.224637	"olat"
"19"	"TUN6_017"	43.01	18.463174	"olat"
"21"	"TUN6_018"	48.5	24.923696	"olat"
"15"	"TUN6_019"	22.01	11.370092	"olat"
"17"	"TUN6_020"	30.8	14.274047	"olat"
"14"	"TUN6_022"	13.2	11.33131	"olat"
"12"	"TUN6_023"	33	15.639537	"olat"
"12"	"TUN6_024"	1.1	3.137077	"olat"
"14"	"TUN6_025"	26.4	17.799549	"olat"
"12"	"TUN6_026"	1.1	1.566008	"olat"
"24"	"TUN6_028"	14.3	6.780938	"olat"
"14"	"TUN6_029"	1.1	2.54671	"olat"
"1"	"TUN6_031"	45.2	18.782038	"olat"
"21"	"TUN6_033"	48.5	25.472294	"olat"
"13"	"TUN6_034"	4.4	5.506055	"olat"
"7"	"TUN6_037"	1.11	1.966246	"olat"
"15"	"TUN6_038"	22	10.541977	"olat"
"7"	"TUN6_039"	1.13	3.737144	"olat"
"24"	"TUN6_040"	44	17.996795	"olat"
"21"	"TUN6_042"	58.5	28.697486	"olat"
"7"	"TUN6_043"	22	10.860007	"olat"
"2"	"TUN6_044"	11.9	2.367956	"olat"
"14"	"TUN6_045"	18.7	14.537862	"olat"
"23"	"TUN6_046"	1.11	1.630056	"olat"
"24"	"TUN6_048"	27.5	11.954302	"olat"
"1"	"TUN6_049"	0.07	0.417392	"olat"
"6"	"TUN6_051"	11	12.619511	"olat"
"6"	"TUN6_052"	5.5	8.629726	"olat"
"2"	"TUN6_053"	11.9	1.833219	"olat"
"14"	"TUN6_054"	5.5	6.024147	"olat"
